claim_id,case_id,method,source_field,claim_type_cn,claim_text,prefilter_status,candidate_rank,evidence_ref,evidence_type,evidence_text,source_names,retrieval_score,prefilter_score,prefilter_quality,token_recall,token_jaccard,character_bigram_recall,reference_match,source_match,entity_match,disease_match,relation_match
CASE_MEL_001__rag__differential_diagnosis__001,CASE_MEL_001,rag,differential_diagnosis,鉴别诊断陈述,良性色素性皮损通常表现为较规则、较清楚的边界，与用户描述的边界不规则形成对比，需进行鉴别 [DOC_0004],candidate_generated,2,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.099722,weak,0.15942,0.11,0.069767,False,False,False,False,False
CASE_MEL_001__rag__differential_diagnosis__001,CASE_MEL_001,rag,differential_diagnosis,鉴别诊断陈述,良性色素性皮损通常表现为较规则、较清楚的边界，与用户描述的边界不规则形成对比，需进行鉴别 [DOC_0004],candidate_generated,3,DOC_0001,retrieved_text_document,ABCDE 特征包括 Border irregularity，可支持“边界不规则”。,DermNet - ABCDEFG of melanoma,34.173209,0.092207,weak,0.130435,0.107143,0.093023,False,False,False,False,False
CASE_MEL_001__rag__risk_warning__001,CASE_MEL_001,rag,risk_warning,风险医学陈述,皮损呈现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤筛查中的高风险警示特征,candidate_generated,1,DOC_0005,retrieved_text_document,黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。,DermNet - Dermoscopy / Melanoma,23.625946,0.25887,weak,0.231884,0.168421,0.162162,False,False,False,True,False
CASE_MEL_001__rag__risk_warning__001,CASE_MEL_001,rag,risk_warning,风险医学陈述,皮损呈现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤筛查中的高风险警示特征,candidate_generated,2,DOC_0077,retrieved_text_document,若存在近期增大、溃疡或皮肤镜下结构和颜色不对称等不典型特征，可进行诊断性切除或皮肤活检。,DermNet - Dermatofibroma,34.49268,0.191972,weak,0.289855,0.163934,0.216216,False,False,False,False,False
CASE_MEL_001__rag__risk_warning__001,CASE_MEL_001,rag,risk_warning,风险医学陈述,皮损呈现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤筛查中的高风险警示特征,candidate_generated,3,DOC_0014,retrieved_text_document,良性色素性皮损通常表现为较规则、较清楚的边界。,DermNet - Benign Melanocytic Lesions,26.171147,0.132889,weak,0.202899,0.150538,0.108108,False,False,False,False,False
CASE_MEL_001__rag__risk_warning__002,CASE_MEL_001,rag,risk_warning,风险医学陈述,存在近期增大趋势属于不典型特征，可能提示病变活跃或性质改变,candidate_generated,1,DOC_0077,retrieved_text_document,若存在近期增大、溃疡或皮肤镜下结构和颜色不对称等不典型特征，可进行诊断性切除或皮肤活检。,DermNet - Dermatofibroma,34.49268,0.302265,moderate,0.45283,0.235294,0.37037,False,False,False,False,False
CASE_MEL_001__rag__risk_warning__002,CASE_MEL_001,rag,risk_warning,风险医学陈述,存在近期增大趋势属于不典型特征，可能提示病变活跃或性质改变,candidate_generated,2,DOC_0003,retrieved_text_document,ABCDE 特征包括 Asymmetry，可支持“形态不对称”。,DermNet - ABCDEFG of melanoma,40.216641,0.059228,weak,0.09434,0.070423,0.037037,False,False,False,False,False
CASE_MEL_001__rag__risk_warning__002,CASE_MEL_001,rag,risk_warning,风险医学陈述,存在近期增大趋势属于不典型特征，可能提示病变活跃或性质改变,candidate_generated,3,DOC_0001,retrieved_text_document,ABCDE 特征包括 Border irregularity，可支持“边界不规则”。,DermNet - ABCDEFG of melanoma,34.173209,0.059032,weak,0.09434,0.069444,0.037037,False,False,False,False,False
CASE_MEL_001__rag__medical_advice__001,CASE_MEL_001,rag,medical_advice,医疗建议,建议尽快前往皮肤科就诊，由专业医生进行临床评估,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__rag__medical_advice__002,CASE_MEL_001,rag,medical_advice,医疗建议,医生可能会根据情况建议进行皮肤镜检查以观察微观结构,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__rag__medical_advice__003,CASE_MEL_001,rag,medical_advice,医疗建议,若临床怀疑恶性可能，医生可能会建议进行诊断性切除或皮肤活检以明确病理性质 [DOC_0077],not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__rag__evidence_gap__001,CASE_MEL_001,rag,evidence_gap,证据缺口说明,检索文本未提供关于患者年龄、家族史、日晒史或既往皮肤病史的信息,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__rag__evidence_gap__002,CASE_MEL_001,rag,evidence_gap,证据缺口说明,检索文本未提供皮损的具体大小、厚度或是否伴有出血、瘙痒、疼痛等症状,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__rag__evidence_gap__003,CASE_MEL_001,rag,evidence_gap,证据缺口说明,检索文本未提供皮肤镜下的具体结构细节（如网状结构、球状结构等）,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__rag__evidence_gap__004,CASE_MEL_001,rag,evidence_gap,证据缺口说明,缺乏其他良性病变（如脂溢性角化病、发育不良痣）与该特定临床表现对比的详细排除依据,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__observation_match__001,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'形态不对称'与黑色素瘤的ABCDE特征中的Asymmetry（不对称）相符,candidate_generated,1,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.697908,strong,0.512195,0.381818,0.583333,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__001,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'形态不对称'与黑色素瘤的ABCDE特征中的Asymmetry（不对称）相符,candidate_generated,2,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.505168,moderate,0.292683,0.190476,0.25,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__001,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'形态不对称'与黑色素瘤的ABCDE特征中的Asymmetry（不对称）相符,candidate_generated,3,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.503996,moderate,0.292683,0.184615,0.25,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__002,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'边界不规则'与黑色素瘤的ABCDE特征中的Border irregularity（边界不规则）相符,candidate_generated,1,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.715368,strong,0.52381,0.392857,0.636364,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__002,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'边界不规则'与黑色素瘤的ABCDE特征中的Border irregularity（边界不规则）相符,candidate_generated,2,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.510877,moderate,0.285714,0.1875,0.295455,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__002,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'边界不规则'与黑色素瘤的ABCDE特征中的Border irregularity（边界不规则）相符,candidate_generated,3,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.492118,moderate,0.285714,0.184615,0.204545,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__003,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'颜色深浅不一'与黑色素瘤的ABCDE特征中的Colour variability（颜色不均）相符,candidate_generated,1,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.642406,strong,0.413043,0.311475,0.574468,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__003,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'颜色深浅不一'与黑色素瘤的ABCDE特征中的Colour variability（颜色不均）相符,candidate_generated,2,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.493953,moderate,0.26087,0.171429,0.276596,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__003,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'颜色深浅不一'与黑色素瘤的ABCDE特征中的Colour variability（颜色不均）相符,candidate_generated,3,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.477428,moderate,0.26087,0.173913,0.191489,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__004,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'近期有增大趋势'与黑色素瘤的ABCDE特征中的Evolving（变化/进展）相符,candidate_generated,1,PATH_TRI_004,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 直径增大
ABCDE 特征包括 Diameter / Evolving，可支持“直径增大或变化”。",DermNet - ABCDEFG of melanoma,2.5,0.578296,strong,0.352941,0.246575,0.439024,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__004,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'近期有增大趋势'与黑色素瘤的ABCDE特征中的Evolving（变化/进展）相符,candidate_generated,2,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.469663,moderate,0.215686,0.148649,0.268293,False,False,True,True,False
CASE_MEL_001__kg_rag__observation_match__004,CASE_MEL_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'近期有增大趋势'与黑色素瘤的ABCDE特征中的Evolving（变化/进展）相符,candidate_generated,3,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.45951,moderate,0.215686,0.146667,0.219512,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__001,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Asymmetry（不对称），支持用户观察到的形态不对称表现,candidate_generated,1,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.753372,strong,0.584906,0.54386,0.553191,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__001,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Asymmetry（不对称），支持用户观察到的形态不对称表现,candidate_generated,2,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.591284,strong,0.415094,0.328358,0.297872,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__001,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Asymmetry（不对称），支持用户观察到的形态不对称表现,candidate_generated,3,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.589049,strong,0.415094,0.338462,0.276596,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__002,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Border irregularity（边界不规则），支持用户观察到的边界不规则表现,candidate_generated,1,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.769604,strong,0.592593,0.551724,0.611111,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__002,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Border irregularity（边界不规则），支持用户观察到的边界不规则表现,candidate_generated,2,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.592593,strong,0.407407,0.333333,0.314815,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__002,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Border irregularity（边界不规则），支持用户观察到的边界不规则表现,candidate_generated,3,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.580486,strong,0.407407,0.328358,0.259259,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__003,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Colour variability（颜色不均），支持用户观察到的颜色深浅不一表现,candidate_generated,1,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.702408,strong,0.5,0.460317,0.551724,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__003,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Colour variability（颜色不均），支持用户观察到的颜色深浅不一表现,candidate_generated,2,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.574904,strong,0.37931,0.305556,0.310345,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__003,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Colour variability（颜色不均），支持用户观察到的颜色深浅不一表现,candidate_generated,3,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.561972,strong,0.37931,0.309859,0.241379,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__004,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Evolving（变化），支持用户观察到的皮损近期增大趋势,candidate_generated,1,PATH_TRI_004,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 直径增大
ABCDE 特征包括 Diameter / Evolving，可支持“直径增大或变化”。",DermNet - ABCDEFG of melanoma,2.5,0.634784,strong,0.431034,0.342466,0.469388,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__004,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Evolving（变化），支持用户观察到的皮损近期增大趋势,candidate_generated,2,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.529929,moderate,0.310345,0.243243,0.285714,False,False,True,True,False
CASE_MEL_001__kg_rag__supporting_evidence__004,CASE_MEL_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，黑色素瘤的ABCDE特征包括Evolving（变化），支持用户观察到的皮损近期增大趋势,candidate_generated,3,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.525199,moderate,0.310345,0.24,0.265306,False,False,True,True,False
CASE_MEL_001__kg_rag__differential_diagnosis__001,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,发育不良痣（Dysplastic Nevus）：可能表现为不对称、边界不清和颜色不均，需通过皮肤镜或病理检查鉴别,candidate_generated,1,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.380641,moderate,0.2,0.151163,0.102041,False,False,True,False,True
CASE_MEL_001__kg_rag__differential_diagnosis__001,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,发育不良痣（Dysplastic Nevus）：可能表现为不对称、边界不清和颜色不均，需通过皮肤镜或病理检查鉴别,candidate_generated,2,PATH_TRI_005,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 结构不规则
黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。",DermNet - Dermoscopy / Melanoma,2.5,0.181052,weak,0.215385,0.142857,0.081633,False,False,False,False,True
CASE_MEL_001__kg_rag__differential_diagnosis__001,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,发育不良痣（Dysplastic Nevus）：可能表现为不对称、边界不清和颜色不均，需通过皮肤镜或病理检查鉴别,candidate_generated,3,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.171527,weak,0.184615,0.136364,0.102041,False,False,False,False,True
CASE_MEL_001__kg_rag__differential_diagnosis__002,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,脂溢性角化病（Seborrheic Keratosis）：有时可呈现不规则形态和颜色变化，但通常表面呈蜡样或疣状,candidate_generated,1,PATH_TRI_005,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 结构不规则
黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。",DermNet - Dermoscopy / Melanoma,2.5,0.115689,weak,0.196721,0.125,0.06,False,False,False,False,False
CASE_MEL_001__kg_rag__differential_diagnosis__002,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,脂溢性角化病（Seborrheic Keratosis）：有时可呈现不规则形态和颜色变化，但通常表面呈蜡样或疣状,candidate_generated,2,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.103471,weak,0.147541,0.102273,0.12,False,False,False,False,False
CASE_MEL_001__kg_rag__differential_diagnosis__002,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,脂溢性角化病（Seborrheic Keratosis）：有时可呈现不规则形态和颜色变化，但通常表面呈蜡样或疣状,candidate_generated,3,PATH_TRI_004,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 直径增大
ABCDE 特征包括 Diameter / Evolving，可支持“直径增大或变化”。",DermNet - ABCDEFG of melanoma,2.5,0.077663,weak,0.131148,0.086022,0.04,False,False,False,False,False
CASE_MEL_001__kg_rag__differential_diagnosis__003,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,色素性基底细胞癌：可能表现为色素沉着和边界不规则，但通常伴有其他特定临床特征,candidate_generated,1,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.47879,moderate,0.323077,0.2625,0.235294,False,False,True,False,True
CASE_MEL_001__kg_rag__differential_diagnosis__003,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,色素性基底细胞癌：可能表现为色素沉着和边界不规则，但通常伴有其他特定临床特征,candidate_generated,2,PATH_TRI_005,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 结构不规则
黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。",DermNet - Dermoscopy / Melanoma,2.5,0.202647,weak,0.230769,0.154639,0.147059,False,False,False,False,True
CASE_MEL_001__kg_rag__differential_diagnosis__003,CASE_MEL_001,kg_rag,differential_diagnosis,鉴别诊断陈述,色素性基底细胞癌：可能表现为色素沉着和边界不规则，但通常伴有其他特定临床特征,candidate_generated,3,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.183762,weak,0.2,0.151163,0.117647,False,False,False,False,True
CASE_MEL_001__kg_rag__risk_warning__001,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,皮损出现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤的高危预警信号（ABCDE原则）,candidate_generated,1,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.511402,moderate,0.28125,0.219512,0.275,False,False,True,True,False
CASE_MEL_001__kg_rag__risk_warning__001,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,皮损出现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤的高危预警信号（ABCDE原则）,candidate_generated,2,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.479895,moderate,0.234375,0.180723,0.25,False,False,True,True,False
CASE_MEL_001__kg_rag__risk_warning__001,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,皮损出现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤的高危预警信号（ABCDE原则）,candidate_generated,3,PATH_TRI_005,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 结构不规则
黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。",DermNet - Dermoscopy / Melanoma,2.5,0.47742,moderate,0.265625,0.180851,0.175,False,False,True,True,False
CASE_MEL_001__kg_rag__risk_warning__002,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,黑色素瘤若未及时诊断和治疗，可能发生转移，危及生命,candidate_generated,1,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.429202,moderate,0.195122,0.119403,0.136364,False,False,True,True,False
CASE_MEL_001__kg_rag__risk_warning__002,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,黑色素瘤若未及时诊断和治疗，可能发生转移，危及生命,candidate_generated,2,PATH_TRI_003,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 形态不对称
ABCDE 特征包括 Asymmetry，可支持“形态不对称”。",DermNet - ABCDEFG of melanoma,4.42,0.428851,moderate,0.195122,0.117647,0.136364,False,False,True,True,False
CASE_MEL_001__kg_rag__risk_warning__002,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,黑色素瘤若未及时诊断和治疗，可能发生转移，危及生命,candidate_generated,3,PATH_TRI_001,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 边界不规则
ABCDE 特征包括 Border irregularity，可支持“边界不规则”。",DermNet - ABCDEFG of melanoma,4.42,0.42851,moderate,0.195122,0.115942,0.136364,False,False,True,True,False
CASE_MEL_001__kg_rag__risk_warning__003,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,任何快速变化的色素性皮损都应引起高度重视，不应自行观察等待,candidate_generated,1,PATH_TRI_004,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 直径增大
ABCDE 特征包括 Diameter / Evolving，可支持“直径增大或变化”。",DermNet - ABCDEFG of melanoma,2.5,0.073891,weak,0.113208,0.068966,0.074074,False,False,False,False,False
CASE_MEL_001__kg_rag__risk_warning__003,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,任何快速变化的色素性皮损都应引起高度重视，不应自行观察等待,candidate_generated,2,PATH_TRI_005,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 结构不规则
黑色素瘤评估中可出现不规则色素或异常皮肤镜结构。",DermNet - Dermoscopy / Melanoma,2.5,0.05567,weak,0.09434,0.052632,0.037037,False,False,False,False,False
CASE_MEL_001__kg_rag__risk_warning__003,CASE_MEL_001,kg_rag,risk_warning,风险医学陈述,任何快速变化的色素性皮损都应引起高度重视，不应自行观察等待,candidate_generated,3,PATH_TRI_002,ranked_kg_evidence_path,"黑色素瘤 → 表现为 → 颜色不均
ABCDE 特征包括 Colour variability / Change，可支持“颜色不均”。",DermNet - ABCDEFG of melanoma,4.34,0.047235,weak,0.075472,0.048193,0.037037,False,False,False,False,False
CASE_MEL_001__kg_rag__medical_advice__001,CASE_MEL_001,kg_rag,medical_advice,医疗建议,建议尽快前往正规医院皮肤科就诊，进行专业评估,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__medical_advice__002,CASE_MEL_001,kg_rag,medical_advice,医疗建议,建议进行皮肤镜检查（Dermoscopy）以辅助初步判断皮损性质,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__medical_advice__003,CASE_MEL_001,kg_rag,medical_advice,医疗建议,若医生怀疑恶性可能，可能建议进行切除活检以获取病理学确诊依据,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__medical_advice__004,CASE_MEL_001,kg_rag,medical_advice,医疗建议,在就医前，避免搔抓、刺激或使用不明药物涂抹患处,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__evidence_gap__001,CASE_MEL_001,kg_rag,evidence_gap,证据缺口说明,缺乏皮损的具体直径数值，无法完全评估'Diameter'（直径>6mm）这一指标,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__evidence_gap__002,CASE_MEL_001,kg_rag,evidence_gap,证据缺口说明,缺乏患者既往病史、家族史及个人日晒史等风险因素信息,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__evidence_gap__003,CASE_MEL_001,kg_rag,evidence_gap,证据缺口说明,缺乏皮肤镜下的具体结构特征描述（如色素网、蓝白幕等）,not_applicable,,,,,,,,,,,,,,,,
CASE_MEL_001__kg_rag__evidence_gap__004,CASE_MEL_001,kg_rag,evidence_gap,证据缺口说明,缺乏病理组织学检查结果，目前仅基于临床表现进行推测，无法确诊,not_applicable,,,,,,,,,,,,,,,,
CASE_NV_001__llm__observation_match__001,CASE_NV_001,llm,observation_match,观察匹配陈述,用户描述的‘长期存在’、‘形状较规则’、‘边界清楚’以及‘近期无明显变化’的特征，符合良性黑色素细胞痣常见的临床表现。,no_external_evidence,,,,,,,,,,,,,,,,
