claim_id,case_id,method,global_claim_index,source_field,field_claim_index,claim_type,claim_type_cn,claim_scope,evidence_required,included_in_core_consistency,claim_text,is_duplicate,duplicate_of_claim_id,allowed_evidence_type,allowed_evidence_count,allowed_evidence_refs,allowed_source_names,output_sources
CASE_MEL_001__rag__supporting_evidence__001,CASE_MEL_001,rag,5,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DermNet关于黑色素瘤ABCDEFG的描述，ABCDE特征包括Asymmetry（不对称），可支持用户观察到的形态不对称 [DOC_0003],False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__supporting_evidence__002,CASE_MEL_001,rag,6,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DermNet关于黑色素瘤ABCDEFG的描述，ABCDE特征包括Border irregularity（边界不规则），可支持用户观察到的边界不规则 [DOC_0001],False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__supporting_evidence__003,CASE_MEL_001,rag,7,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,在黑色素瘤评估中，可出现不规则色素或异常皮肤镜结构，这与用户描述的颜色深浅不一具有相关性 [DOC_0005],False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__supporting_evidence__004,CASE_MEL_001,rag,8,supporting_evidence,4,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,若存在近期增大等不典型特征，可能提示需要进一步的诊断性评估 [DOC_0077],False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__differential_diagnosis__001,CASE_MEL_001,rag,9,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,良性色素性皮损通常表现为较规则、较清楚的边界，与用户描述的边界不规则形成对比，需进行鉴别 [DOC_0004],False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__risk_warning__001,CASE_MEL_001,rag,10,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,皮损呈现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤筛查中的高风险警示特征,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__risk_warning__002,CASE_MEL_001,rag,11,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,存在近期增大趋势属于不典型特征，可能提示病变活跃或性质改变,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__medical_advice__001,CASE_MEL_001,rag,12,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议尽快前往皮肤科就诊，由专业医生进行临床评估,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__medical_advice__002,CASE_MEL_001,rag,13,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,医生可能会根据情况建议进行皮肤镜检查以观察微观结构,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__medical_advice__003,CASE_MEL_001,rag,14,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,若临床怀疑恶性可能，医生可能会建议进行诊断性切除或皮肤活检以明确病理性质 [DOC_0077],False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__evidence_gap__001,CASE_MEL_001,rag,15,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未提供关于患者年龄、家族史、日晒史或既往皮肤病史的信息,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__evidence_gap__002,CASE_MEL_001,rag,16,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未提供皮损的具体大小、厚度或是否伴有出血、瘙痒、疼痛等症状,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__evidence_gap__003,CASE_MEL_001,rag,17,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未提供皮肤镜下的具体结构细节（如网状结构、球状结构等）,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__rag__evidence_gap__004,CASE_MEL_001,rag,18,evidence_gap,4,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏其他良性病变（如脂溢性角化病、发育不良痣）与该特定临床表现对比的详细排除依据,False,,retrieved_text_document,5,DOC_0003；DOC_0077；DOC_0001；DOC_0014；DOC_0005,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermatofibroma；DermNet - Benign Melanocytic Lesions；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__observation_match__001,CASE_MEL_001,kg_rag,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的'形态不对称'与黑色素瘤的ABCDE特征中的Asymmetry（不对称）相符,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__observation_match__002,CASE_MEL_001,kg_rag,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的'边界不规则'与黑色素瘤的ABCDE特征中的Border irregularity（边界不规则）相符,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__observation_match__003,CASE_MEL_001,kg_rag,3,observation_match,3,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的'颜色深浅不一'与黑色素瘤的ABCDE特征中的Colour variability（颜色不均）相符,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__observation_match__004,CASE_MEL_001,kg_rag,4,observation_match,4,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的'近期有增大趋势'与黑色素瘤的ABCDE特征中的Evolving（变化/进展）相符,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__supporting_evidence__001,CASE_MEL_001,kg_rag,5,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DermNet资料，黑色素瘤的ABCDE特征包括Asymmetry（不对称），支持用户观察到的形态不对称表现,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__supporting_evidence__002,CASE_MEL_001,kg_rag,6,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DermNet资料，黑色素瘤的ABCDE特征包括Border irregularity（边界不规则），支持用户观察到的边界不规则表现,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__supporting_evidence__003,CASE_MEL_001,kg_rag,7,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DermNet资料，黑色素瘤的ABCDE特征包括Colour variability（颜色不均），支持用户观察到的颜色深浅不一表现,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__supporting_evidence__004,CASE_MEL_001,kg_rag,8,supporting_evidence,4,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DermNet资料，黑色素瘤的ABCDE特征包括Evolving（变化），支持用户观察到的皮损近期增大趋势,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__differential_diagnosis__001,CASE_MEL_001,kg_rag,9,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,发育不良痣（Dysplastic Nevus）：可能表现为不对称、边界不清和颜色不均，需通过皮肤镜或病理检查鉴别,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__differential_diagnosis__002,CASE_MEL_001,kg_rag,10,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,脂溢性角化病（Seborrheic Keratosis）：有时可呈现不规则形态和颜色变化，但通常表面呈蜡样或疣状,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__differential_diagnosis__003,CASE_MEL_001,kg_rag,11,differential_diagnosis,3,differential_claim,鉴别诊断陈述,core_consistency,True,True,色素性基底细胞癌：可能表现为色素沉着和边界不规则，但通常伴有其他特定临床特征,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__risk_warning__001,CASE_MEL_001,kg_rag,12,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,皮损出现不对称、边界不规则、颜色不均及近期增大，符合黑色素瘤的高危预警信号（ABCDE原则）,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__risk_warning__002,CASE_MEL_001,kg_rag,13,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,黑色素瘤若未及时诊断和治疗，可能发生转移，危及生命,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__risk_warning__003,CASE_MEL_001,kg_rag,14,risk_warning,3,risk_claim,风险医学陈述,core_consistency,True,True,任何快速变化的色素性皮损都应引起高度重视，不应自行观察等待,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__medical_advice__001,CASE_MEL_001,kg_rag,15,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议尽快前往正规医院皮肤科就诊，进行专业评估,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__medical_advice__002,CASE_MEL_001,kg_rag,16,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,建议进行皮肤镜检查（Dermoscopy）以辅助初步判断皮损性质,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__medical_advice__003,CASE_MEL_001,kg_rag,17,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,若医生怀疑恶性可能，可能建议进行切除活检以获取病理学确诊依据,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__medical_advice__004,CASE_MEL_001,kg_rag,18,medical_advice,4,medical_advice,医疗建议,auxiliary_safety,False,False,在就医前，避免搔抓、刺激或使用不明药物涂抹患处,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__evidence_gap__001,CASE_MEL_001,kg_rag,19,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏皮损的具体直径数值，无法完全评估'Diameter'（直径>6mm）这一指标,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__evidence_gap__002,CASE_MEL_001,kg_rag,20,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏患者既往病史、家族史及个人日晒史等风险因素信息,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__evidence_gap__003,CASE_MEL_001,kg_rag,21,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏皮肤镜下的具体结构特征描述（如色素网、蓝白幕等）,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_MEL_001__kg_rag__evidence_gap__004,CASE_MEL_001,kg_rag,22,evidence_gap,4,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏病理组织学检查结果，目前仅基于临床表现进行推测，无法确诊,False,,ranked_kg_evidence_path,5,PATH_TRI_001；PATH_TRI_003；PATH_TRI_002；PATH_TRI_004；PATH_TRI_005,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma,DermNet - ABCDEFG of melanoma；DermNet - Dermoscopy / Melanoma
CASE_NV_001__llm__observation_match__001,CASE_NV_001,llm,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的‘长期存在’、‘形状较规则’、‘边界清楚’以及‘近期无明显变化’的特征，符合良性黑色素细胞痣常见的临床表现。,False,,none,0,,,
CASE_NV_001__llm__observation_match__002,CASE_NV_001,llm,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,棕色小斑的颜色特征与黑色素细胞痣中色素沉着的典型表现一致。,False,,none,0,,,
CASE_NV_001__llm__supporting_evidence__001,CASE_NV_001,llm,3,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据一般医学知识，良性黑色素细胞痣通常表现为边界清晰、对称、颜色均匀且长期稳定的色素性皮损。,False,,none,0,,,
CASE_NV_001__llm__supporting_evidence__002,CASE_NV_001,llm,4,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,ABCDE原则（不对称、边界不规则、颜色不均、直径过大、演变）常用于评估色素性病变，用户描述的病灶缺乏这些恶性警示特征。,False,,none,0,,,
CASE_NV_001__llm__differential_diagnosis__001,CASE_NV_001,llm,5,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,脂溢性角化病（老年斑）：常见于中老年人，表现为褐色或黑色斑块，表面可能略显粗糙。,False,,none,0,,,
CASE_NV_001__llm__differential_diagnosis__002,CASE_NV_001,llm,6,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,雀斑样痣：表现为边界清楚的褐色斑点，通常与日晒有关，长期稳定。,False,,none,0,,,
CASE_NV_001__llm__differential_diagnosis__003,CASE_NV_001,llm,7,differential_diagnosis,3,differential_claim,鉴别诊断陈述,core_consistency,True,True,早期黑色素瘤：虽然用户描述特征偏向良性，但任何色素性病变均需警惕恶性变化的可能性，需专业鉴别。,False,,none,0,,,
CASE_NV_001__llm__risk_warning__001,CASE_NV_001,llm,8,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,尽管目前描述符合良性特征，但自我观察可能存在偏差，不能完全排除恶性病变的早期微小变化。,False,,none,0,,,
CASE_NV_001__llm__risk_warning__002,CASE_NV_001,llm,9,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,若病灶出现快速增大、颜色改变、出血、瘙痒或边界变得模糊，应立即就医。,False,,none,0,,,
CASE_NV_001__llm__medical_advice__001,CASE_NV_001,llm,10,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议定期（如每3-6个月）对病灶进行拍照记录，以便对比观察是否有形态或颜色的变化。,False,,none,0,,,
CASE_NV_001__llm__medical_advice__002,CASE_NV_001,llm,11,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,建议前往皮肤科进行专业皮肤镜检查，以获得更准确的评估。,False,,none,0,,,
CASE_NV_001__llm__medical_advice__003,CASE_NV_001,llm,12,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,避免自行抠抓或使用非处方药物处理该部位，以免刺激病灶或干扰后续医生判断。,False,,none,0,,,
CASE_NV_001__llm__evidence_gap__001,CASE_NV_001,llm,13,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,本方法未接入外部可追溯证据，所有解释基于模型内部的一般医学知识库。,False,,none,0,,,
CASE_NV_001__llm__evidence_gap__002,CASE_NV_001,llm,14,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏皮肤镜图像、病理活检结果或专业医生的体格检查数据，无法进行确诊。,False,,none,0,,,
CASE_NV_001__llm__evidence_gap__003,CASE_NV_001,llm,15,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,未提供患者的年龄、家族史、日晒史等背景信息，这些因素可能影响风险评估。,False,,none,0,,,
CASE_NV_001__llm__evidence_gap__004,CASE_NV_001,llm,16,evidence_gap,4,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,纯 LLM 基线未接入外部检索证据，回答中的医学内容不具备本次运行级别的来源追溯能力。,False,,none,0,,,
CASE_NV_001__rag__observation_match__001,CASE_NV_001,rag,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的“棕色小斑”与黑色素细胞痣含有黑色素的特征相符,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__observation_match__002,CASE_NV_001,rag,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的“形状较规则，边界清楚”符合良性色素性皮损通常表现为较规则、较清楚边界的描述,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__supporting_evidence__001,CASE_NV_001,rag,3,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DOC_0015，棕色或黑色黑色素细胞痣含有黑色素，也可称为色素痣,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__supporting_evidence__002,CASE_NV_001,rag,4,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DOC_0014，良性色素性皮损通常表现为较规则、较清楚的边界,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__supporting_evidence__003,CASE_NV_001,rag,5,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DOC_0022，黑色素细胞痣通常为良性皮损,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
